transaction_id,quarter_date,region_id,firm_id,baseline_units,unit_cost,baseline_price,baseline_revenue,baseline_profit,max_allowed_price,policy_price,pct_change_price,pct_change_units,policy_units,policy_revenue,policy_profit,pct_change_profit
148,2025-Q4,South,Firm C,247,15.54,20.06,4954.82,1116.4399999999998,19.424999999999997,19.424999999999997,-0.03165503489531414,0.023741276171485606,252.86409521435698,4911.885049538883,982.3770099077764,-0.12008078364464143
149,2025-Q4,South,Firm D,350,16.0,20.21,7073.5,1473.5000000000002,20.0,20.0,-0.010390895596239527,0.007793171697179645,352.7276100940129,7054.5522018802585,1410.9104403760516,-0.042476796487240315
150,2025-Q4,South,Firm E,460,15.51,19.64,9034.4,1899.8000000000004,19.3875,19.3875,-0.012856415478615137,0.009642311608961352,464.4354633401223,9004.24254550662,1800.848509101324,-0.05208521470611453
151,2025-Q4,East,Firm A,72,14.63,18.84,1356.48,303.11999999999995,18.2875,18.2875,-0.029325902335456393,0.021994426751592293,73.58359872611464,1345.6600617038216,269.13201234076433,-0.1121271696332661
152,2025-Q4,East,Firm B,201,15.03,18.75,3768.75,747.7200000000001,18.787499999999998,18.75,0.0,0.0,201.0,3768.75,747.7200000000001,0.0
153,2025-Q4,East,Firm C,294,15.42,19.73,5800.62,1267.14,19.275,19.275,-0.02306132792701479,0.017295995945261093,299.08502280790674,5764.863814622402,1152.97276292448,-0.09009836093527156
154,2025-Q4,East,Firm D,437,15.17,19.13,8359.81,1730.5199999999995,18.9625,18.9625,-0.008755880815473101,0.006566910611604826,439.86973993727133,8341.029943560507,1668.2059887121009,-0.03600883623875984
155,2025-Q4,East,Firm E,486,13.75,17.12,8320.32,1637.8200000000004,17.1875,17.12,0.0,0.0,486.0,8320.32,1637.8200000000004,0.0
156,2025-Q4,West,Firm A,168,16.91,20.5,3444.0,603.12,21.1375,20.5,0.0,0.0,168.0,3444.0,603.12,0.0
157,2025-Q4,West,Firm B,228,15.84,21.18,4829.04,1217.52,19.8,19.8,-0.06515580736543905,0.04886685552407929,239.14164305949006,4735.004532577904,947.0009065155808,-0.2221886239933793
158,2025-Q4,West,Firm C,355,15.49,19.04,6759.2,1260.2499999999995,19.3625,19.04,0.0,0.0,355.0,6759.2,1260.2499999999995,0.0
159,2025-Q4,West,Firm D,319,15.76,19.79,6313.009999999999,1285.5699999999997,19.7,19.7,-0.004547751389590696,0.0034108135421930218,320.0880495199596,6305.734575543204,1261.1469151086408,-0.01899786467587058
160,2025-Q4,West,Firm E,428,15.08,19.06,8157.679999999999,1703.4399999999994,18.85,18.85,-0.011017838405036584,0.008263378803777439,431.5367261280167,8134.4672875131155,1626.8934575026235,-0.04493644771601929
